doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,is_a,"{('anaphor ""the disorder""', 'disease congenital heart defects', 'is_a')}","{('raredisease hypoplastic left heart syndrome', 'disease congenital heart defects', 'is_a')}"
75,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
76,"{'produces', 'anaphora'}","{'produces', 'increases_risk_of', 'anaphora'}",,,
,,,increases_risk_of,"{('disease-causing microbe', 'raredisease infectious arthritis', 'increases_risk_of'), ('disease-causing microbe', 'disease infectious arthritis', 'increases_risk_of')}",
,,,produces,"{('disease-causing microbe', 'sign acute arthritic attack', 'produces'), ('raredisease infectious arthritis', 'symptom general weakness', 'produces'), ('raredisease infectious arthritis', 'symptom painful swelling of one or more joints', 'produces'), ('raredisease infectious arthritis', 'symptom headaches', 'produces'), ('raredisease infectious arthritis', 'sign fever', 'produces'), ('raredisease infectious arthritis', 'symptom chills', 'produces')}","{('anaphor ""the infection""', 'symptom headaches', 'produces'), ('raredisease infectious arthritis', 'sign arthritis', 'produces'), ('anaphor ""the infection""', 'sign chills', 'produces'), ('anaphor ""the infection""', 'sign fever', 'produces'), ('disease hepatitis b', 'sign hepatitis', 'produces'), ('symptom headaches', 'sign arthritis', 'produces'), ('sign arthritis', 'raredisease rheumatoid arthritis', 'produces'), ('anaphor ""the infection""', 'symptom general weakness', 'produces'), ('anaphor ""the infection""', 'sign inflammation and painful swelling of one or more joints of the body', 'produces')}"
,,,anaphora,"{('disease-causing microbe', 'anaphor ""the disease""', 'anaphora')}","{('raredisease infectious arthritis', 'anaphor ""the infection""', 'anaphora'), ('symptom headaches', 'anaphor ""the disorder""', 'anaphora')}"
77,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'is_a', 'is_acron'}",,,
,,,produces,"{('skinraredisease townes-brocks syndrome', 'sign abnormalities in the kidneys', 'produces'), ('skinraredisease tbs', 'sign flat feet', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign imperforate anus', 'produces'), ('skinraredisease tbs', 'sign feet anomalies', 'produces'), ('skinraredisease tbs', 'sign congenital sensorineural hearing loss', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormalities of the heart', 'produces'), ('skinraredisease tbs', 'sign imperforate anus', 'produces'), ('skinraredisease tbs', 'sign congenital conductive hearing loss', 'produces'), ('skinraredisease tbs', 'sign small ears', 'produces'), ('skinraredisease tbs', 'sign overlapping toes', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormalities in the heart', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign absence of the anal opening', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormalities of the spine', 'produces'), ('skinraredisease tbs', 'sign short third toe', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormalities in the feet', 'produces'), ('skinraredisease tbs', 'sign kidney dysfunction', 'produces'), ('skinraredisease tbs', 'sign kidney malformations', 'produces'), ('skinraredisease tbs', 'sign folded rim of skin and cartilage around the outer ear', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign thumb malformations', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormalities of the eye', 'produces'), ('skinraredisease townes-brocks syndrome', 'sign abnormal ears associated with hearing impairment', 'produces'), ('skinraredisease tbs', 'sign thumb malformations', 'produces')}","{('raredisease townes-brocks syndrome', 'sign mental retardation', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormal ears', 'produces'), ('raredisease tbs', 'sign conductive hearing loss', 'produces'), ('raredisease tbs', 'sign short third toe', 'produces'), ('raredisease townes-brocks syndrome', 'sign horseshoe kidney', 'produces'), ('raredisease tbs', 'sign folded rim of skin and cartilage around the outer ear', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities in the heart', 'produces'), ('raredisease townes-brocks syndrome', 'sign displaced or rotated kidneys', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities of the spine', 'produces'), ('raredisease townes-brocks syndrome', 'sign underdeveloped kidneys', 'produces'), ('raredisease townes-brocks syndrome', 'sign hearing impairment', 'produces'), ('raredisease tbs', 'sign thumb malformations', 'produces'), ('raredisease tbs', 'sign triphalangeal thumbs', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities in the feet', 'produces'), ('raredisease townes-brocks syndrome', 'sign kidney dysfunction', 'produces'), ('raredisease tbs', 'sign feet anomalies', 'produces'), ('raredisease townes-brocks syndrome', 'sign kidney malformations', 'produces'), ('raredisease townes-brocks syndrome', 'sign kidney anomalies', 'produces'), ('raredisease tbs', 'sign flat feet', 'produces'), ('raredisease tbs', 'sign imperforate anus', 'produces'), ('raredisease townes-brocks syndrome', 'sign thumb malformations', 'produces'), ('raredisease tbs', 'sign preaxial polydactyly', 'produces'), ('raredisease tbs', 'sign congenital sensorineural', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities of the eye', 'produces'), ('raredisease tbs', 'sign small ears', 'produces'), ('raredisease townes-brocks syndrome', 'sign polycystic kidneys', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities in the kidneys', 'produces'), ('raredisease townes-brocks syndrome', 'sign imperforate anus', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormalities of the heart', 'produces'), ('raredisease tbs', 'sign overlapping toes', 'produces')}"
,,,anaphora,set(),"{('raredisease townes-brock syndrome', 'anaphor ""this condition""', 'anaphora')}"
,,,is_a,"{('skinraredisease townes-brocks syndrome', 'disease autosomal dominant genetic disorder', 'is_a')}","{('raredisease townes-brocks syndrome', 'disease autosomal dominant genetic disorder', 'is_a')}"
,,,is_acron,"{('skinraredisease tbs', 'skinraredisease townes-brocks syndrome', 'is_acron')}","{('raredisease tbs', 'raredisease townes-brocks syndrome', 'is_acron')}"
78,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease turner syndrome', 'anaphor ""it""', 'anaphora')}",set()
79,"{'increases_risk_of', 'produces', 'is_a', 'is_acron', 'anaphora'}","{'produces', 'anaphora', 'is_a'}",,,
,,,increases_risk_of,set(),"{('raredisease cdls', 'disease respiratory infections', 'increases_risk_of')}"
,,,produces,"{('raredisease cornelia de lange syndrome', 'sign congenital growth retardation', 'produces'), ('raredisease cornelia de lange syndrome', 'sign malformations of the arms', 'produces'), ('anaphor ""the disorder""', 'sign arched, well-defined eyebrows that grow together', 'produces'), ('anaphor ""the disorder""', 'sign philtrum', 'produces'), ('raredisease cornelia de lange syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease cornelia de lange syndrome', 'sign mild to severe intellectual disability', 'produces'), ('raredisease cornelia de lange syndrome', 'sign malformations of the hands', 'produces'), ('anaphor ""the disorder""', 'sign protruding upper jaw', 'produces')}","{('raredisease cdls', 'sign hearing loss', 'produces'), ('raredisease cdls', 'sign small hands', 'produces'), ('anaphor ""the disorder""', 'sign synophrys', 'produces'), ('raredisease cdls', 'sign small feet', 'produces'), ('anaphor ""the disorder""', 'sign prominent vertical philtrum', 'produces'), ('anaphor ""the disorder""', 'sign curly, unusually long eyelashes', 'produces'), ('raredisease cdls', 'sign malformations of the limbs', 'produces'), ('raredisease cdls', 'sign low-pitched ""growling"" cry and low voice', 'produces'), ('raredisease cdls', 'sign heart defects', 'produces'), ('raredisease cdls', 'sign breathing difficulties', 'produces'), ('raredisease cdls', 'sign clinodactyly', 'produces'), ('raredisease cdls)', 'sign prenatal growth retardation', 'produces'), ('raredisease cdls', 'sign absence of the forearms, hands, and fingers', 'produces'), ('raredisease cornelia de lange syndrome', 'sign intellectual disability', 'produces'), ('raredisease cdls', 'sign feeding difficulties', 'produces'), ('raredisease cdls', 'sign syndactyly', 'produces'), ('raredisease cdls', 'sign delayed skeletal maturation', 'produces'), ('raredisease cdls', 'sign physical abnormalities', 'produces'), ('raredisease cornelia de lange syndrome', 'sign malformations of the upper limbs', 'produces')}"
,,,is_a,set(),set()
,,,is_acron,set(),"{('raredisease cdls)', 'raredisease cornelia de lange syndrome', 'is_acron')}"
,,,anaphora,set(),set()
80,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,produces,"{('raredisease cat eye syndrome', 'sign ocular abnormality', 'produces'), ('raredisease ces', 'sign coloboma', 'produces'), ('raredisease ces', 'sign elongated pupil', 'produces'), ('raredisease ces', 'sign cleft or gap in the iris below the pupil', 'produces')}","{('raredisease cat eye syndrome', 'sign elongated pupil', 'produces'), ('raredisease cat eye syndrome', 'sign gap in the iris below the pupil', 'produces'), ('raredisease cat eye syndrome', 'sign eye abnormality', 'produces'), ('raredisease cat eye syndrome', ""sign appearance of a cat's eye"", 'produces'), ('raredisease cat eye syndrome', 'sign coloboma', 'produces')}"
,,,anaphora,set(),"{('raredisease ces', 'anaphor ""this syndrome""', 'anaphora')}"
,,,is_a,set(),set()
,,,is_acron,set(),set()
81,"{'produces', 'anaphora', 'is_synon'}","{'produces', 'anaphora', 'is_synon'}",,,
,,,produces,"{('anaphor ""it""', 'sign thrombophlebitis', 'produces'), ('anaphor ""it""', 'sign tingling', 'produces'), ('disease thromboangiitis obliterans', 'sign cramping in the legs', 'produces'), ('anaphor ""it""', 'sign lack of normal blood flow to the fingers and/or toes', 'produces'), ('anaphor ""it""', 'sign cramping in the legs', 'produces'), (""raredisease buerger's disease"", 'sign tissue death of affected limbs', 'produces'), ('disease thromboangiitis obliterans', 'sign limping', 'produces'), ('anaphor ""it""', 'sign limping', 'produces'), ('disease thromboangiitis obliterans', 'symptom extreme pain of the lower arms and legs', 'produces'), ('disease thromboangiitis obliterans', 'sign numbness', 'produces'), ('anaphor ""it""', 'symptom extreme pain of the lower arms and legs', 'produces'), ('disease thromboangiitis obliterans', 'sign claudication', 'produces'), ('disease thromboangiitis obliterans', 'sign peripheral vascular disease', 'produces'), ('anaphor ""it""', 'sign numbness', 'produces'), ('disease thromboangiitis obliterans', 'sign occlusion of the veins and arteries of the extremities', 'produces'), ('disease thromboangiitis obliterans', 'sign ulcers on the extremities', 'produces'), ('disease thromboangiitis obliterans', 'sign tingling', 'produces'), ('anaphor ""it""', 'sign occlusion of the veins and arteries of the extremities', 'produces'), ('anaphor ""it""', 'sign ulcers on the extremities', 'produces')}","{('anaphor ""it""', 'symptom extreme pain of the legs', 'produces'), (""raredisease buerger's disease"", ""sign raynaud's phenomenon"", 'produces'), (""raredisease buerger's disease"", 'sign thrombophlebitis', 'produces'), ('anaphor ""it""', 'symptom extreme pain of the lower arms while at rest', 'produces'), ('anaphor ""it""', 'sign narrowing or blockage (occlusion) of the veins and arteries of the extremities', 'produces'), ('anaphor ""it""', 'sign cramping in the legs when they walk', 'produces'), (""raredisease buerger's disease"", 'sign ulcers on the extremities', 'produces')}"
,,,anaphora,set(),set()
,,,is_synon,"{(""raredisease buerger's disease"", 'raredisease thromboangiitis obliterans', 'is_synon')}","{('raredisease thromboangiitis obliterans', ""raredisease buerger's disease"", 'is_synon')}"
82,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'anaphora', 'is_a', 'is_acron'}",,,
,,,produces,set(),"{('raredisease sennetsu fever', 'sign fever', 'produces')}"
,,,anaphora,"{('raredisease human granulocytic ehrlichiosis', 'anaphor ""the disorders""', 'anaphora'), ('raredisease sennetsu fever', 'anaphor ""the disorders""', 'anaphora')}","{('raredisease human ehrlichioses', 'anaphor ""the disorders""', 'anaphora'), ('raredisease human ehrlichioses', 'anaphor ""these diseases""', 'anaphora')}"
,,,is_a,"{('raredisease human monocytic ehrlichiosis', 'disease human ehrlichioses', 'is_a')}","{('raredisease human monocytic ehrlichiosis', 'raredisease human ehrlichioses', 'is_a'), ('raredisease sennetsu fever', 'raredisease human ehrlichioses', 'is_a'), ('raredisease human granulocytic ehrlichiosis', 'raredisease human ehrlichioses', 'is_a')}"
,,,is_acron,set(),set()
83,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
84,"{'', 'increases_risk_of', 'is_synon', 'produces', 'anaphora'}","{'produces', 'increases_risk_of', 'anaphora'}",,,
,,,,set(),"{('raredisease partially empty sella', 'sign sella turcica', '')}"
,,,increases_risk_of,"{('disease pituitary tumor', 'raredisease empty sella syndrome', 'increases_risk_of'), ('disease pseudotumor cerebri', 'raredisease empty sella syndrome', 'increases_risk_of'), ('disease elevated intracranial pressure', 'raredisease empty sella syndrome', 'increases_risk_of'), ('disease idiopathic intracranial hypertension', 'raredisease empty sella syndrome', 'increases_risk_of'), ('disease head trauma', 'raredisease empty sella syndrome', 'increases_risk_of')}","{('raredisease pituitary tumor', 'anaphor ""it""', 'increases_risk_of'), ('raredisease idiopathic intracranial hypertension', 'anaphor ""it""', 'increases_risk_of'), ('raredisease empty sella syndrome', 'anaphor ""it""', 'increases_risk_of')}"
,,,is_synon,set(),"{('sign hormone deficiencies', 'sign completely filled with cerebrospinal fluid with no visualized pituitary gland', 'is_synon')}"
,,,produces,"{('raredisease empty sella syndrome', 'sign sella turcica', 'produces'), ('raredisease empty sella syndrome', 'sign completely empty sella', 'produces'), ('raredisease empty sella syndrome', 'sign enlargement or malformation of a structure in the skull known as the sella turcica', 'produces'), ('raredisease empty sella syndrome', 'sign partially empty sella', 'produces')}","{('raredisease empty sella syndrome', 'sign enlargement or malformation of sella turcica', 'produces'), ('raredisease primary empty sella syndrome', 'sign hypertension', 'produces'), ('raredisease idiopathic intracranial hypertension', 'sign elevated intracranial', 'produces'), ('raredisease completely empty sella', 'sign completely filled with cerebrospinal fluid with no visualized pituitary gland', 'produces'), ('raredisease partially empty sella', 'sign very small associated pituitary gland lying in the floor of the sella', 'produces')}"
,,,anaphora,"{('raredisease empty sella syndrome', 'anaphor ""it""', 'anaphora')}",set()
85,"{'produces', 'increases_risk_of', 'anaphora', 'is_acron'}","{'produces', 'increases_risk_of', 'anaphora', 'is_acron'}",,,
,,,produces,"{('raredisease acc', 'sign meningomyelocele', 'produces'), ('raredisease acc', 'sign meningocele', 'produces'), ('anaphor ""it""', 'sign agenesis of corpus callosum', 'produces'), ('raredisease agenesis of corpus callosum', 'sign agenesis of corpus callosum', 'produces')}","{('disease spina bifida', 'sign open (or non-fused) spine', 'produces'), ('disease spina bifida', 'sign meningocele', 'produces'), ('anaphor ""it""', 'sign developmental disturbance of the fetal brain', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental retardation', 'produces'), ('disease spina bifida', 'sign meningomyelocele', 'produces')}"
,,,increases_risk_of,"{('raredisease acc', 'disease spina bifida', 'increases_risk_of')}","{('raredisease fetal alcohol syndrome', 'raredisease acc', 'increases_risk_of')}"
,,,anaphora,"{('raredisease acc', 'anaphor ""this condition""', 'anaphora'), ('raredisease acc', 'anaphor ""it""', 'anaphora')}","{('disease spina bifida', 'anaphor ""this disorder""', 'anaphora'), ('raredisease agenesis of corpus callosum', 'anaphor ""this condition""', 'anaphora'), ('raredisease acc', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_acron,"{('raredisease acc', 'raredisease agenesis of corpus callosum', 'is_acron')}","{('raredisease acc', 'raredisease acc', 'is_acron')}"
86,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""this syndrome""', 'sign hematuria', 'produces'), ('anaphor ""this syndrome""', 'sign tetany', 'produces'), ('anaphor ""this syndrome""', 'sign hypocalcemia', 'produces'), ('anaphor ""this syndrome""', 'sign convulsions', 'produces'), ('anaphor ""this syndrome""', 'sign proteinuria', 'produces'), ('anaphor ""this syndrome""', 'sign deafness', 'produces'), ('anaphor ""this syndrome""', 'sign nephrotic syndrome', 'produces'), ('anaphor ""this syndrome""', 'sign muscle weakness', 'produces'), ('anaphor ""this syndrome""', 'sign congenital anomalies of the kidney and urinary tract', 'produces'), ('anaphor ""this syndrome""', 'sign kidney disease', 'produces')}","{('disease progressive sensorineural deafness', 'sign deafness', 'produces'), ('sign nephrotic syndrome', 'raredisease deletion 22q11 syndrome', 'produces'), ('sign nephrotic syndrome', 'disease kidney disease', 'produces'), ('sign nephrotic syndrome', 'sign hypocalcemia', 'produces'), ('sign nephrotic syndrome', 'disease proteinuria', 'produces'), ('sign nephrotic syndrome', 'disease renal insufficiency', 'produces'), ('sign nephrotic syndrome', 'sign muscle weakness', 'produces'), ('sign nephrotic syndrome', 'sign hematuria', 'produces'), ('sign nephrotic syndrome', 'disease nephrotic syndrome', 'produces')}"
,,,anaphora,set(),"{('raredisease barakat syndrome', 'anaphor ""the syndrome""', 'anaphora')}"
87,"{'produces', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,anaphora,"{('raredisease kienbock disease', 'anaphor ""it""', 'anaphora')}",
,,,produces,"{('raredisease kienbock disease', 'sign stiffness in the overlying tissues of the wrist', 'produces'), ('raredisease kienbock disease', 'sign range of motion in the wrist may become limited', 'produces')}",set()
,,,is_a,set(),set()
88,"{'increases_risk_of', 'anaphora'}","{'increases_risk_of', 'anaphora'}",,,
,,,increases_risk_of,"{('raredisease alport syndrome', 'disease end-stage renal disease', 'increases_risk_of'), ('raredisease alport syndrome', 'disease chronic kidney disease', 'increases_risk_of')}","{('disease end-stage renal disease', 'raredisease alport syndrome', 'increases_risk_of'), ('disease chronic kidney disease', 'raredisease alport syndrome', 'increases_risk_of')}"
,,,anaphora,set(),set()
89,"{'increases_risk_of', 'produces', 'is_a', 'is_acron', 'anaphora'}","{'increases_risk_of', 'produces', 'is_a', 'is_acron', 'anaphora'}",,,
,,,increases_risk_of,"{('disease obesity', 'skinraredisease an', 'increases_risk_of'), ('disease obesity', 'skinraredisease acanthosis nigricans', 'increases_risk_of'), ('disease obesity', 'skinraredisease malignant an', 'increases_risk_of')}","{('disease obesity', 'anaphor ""the disorder""', 'increases_risk_of')}"
,,,produces,"{('skinraredisease acanthosis nigricans', 'sign hyperkeratosis of the skin', 'produces'), ('skinraredisease acanthosis nigricans', 'sign hyperpigmentation of the skin', 'produces'), ('skinraredisease acanthosis nigricans', 'sign axillae', 'produces')}","{('disease acanthosis nigricans', 'sign hyperkeratosis of the skin', 'produces'), ('disease acanthosis nigricans', 'sign hyperpigmentation of the skin', 'produces')}"
,,,is_a,"{('skinraredisease acanthosis nigricans', 'disease skin condition', 'is_a')}","{('disease acanthosis nigricans', 'disease skin condition', 'is_a')}"
,,,is_acron,"{('skinraredisease an', 'skinraredisease acanthosis nigricans', 'is_acron')}","{('disease an', 'disease acanthosis nigricans', 'is_acron')}"
,,,anaphora,"{('skinraredisease acanthosis nigricans', 'anaphor ""the disorder""', 'anaphora')}","{('disease an', 'anaphor ""the disorder""', 'anaphora')}"
90,"{'produces', 'anaphora', 'is_a', 'is_synon'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease schindler disease', 'sign enzyme defect', 'produces'), ('raredisease schindler disease', 'sign accumulation of glycosphingolipids', 'produces'), ('raredisease schindler disease', 'sign abnormal accumulation of certain complex compounds', 'produces'), ('raredisease schindler disease', 'sign accumulation of glycoproteins', 'produces'), ('raredisease schindler disease', 'sign accumulation of oligosaccharides', 'produces'), ('raredisease schindler disease', 'sign accumulation of certain complex compounds', 'produces')}","{('raredisease schindler disease', 'sign abnormal accumulation of glycosphingolipids, glycoproteins, and oligosaccharides', 'produces')}"
,,,anaphora,set(),"{('raredisease schindler disease type ii', 'anaphor ""type ii""', 'anaphora'), ('disease lysosomal storage diseases', 'anaphor ""these disorders""', 'anaphora'), ('raredisease schindler disease type i', 'anaphor ""type i""', 'anaphora')}"
,,,is_a,set(),"{('raredisease schindler disease', 'disease lysosomal storage diseases', 'is_a'), ('raredisease fabry diseases', 'disease lysosomal storage diseases', 'is_a'), ('raredisease gaucher diseases', 'disease lysosomal storage diseases', 'is_a'), ('raredisease alpha-n-acetylgalactosaminidase deficiency', 'anaphor ""these disorders""', 'is_a')}"
,,,is_synon,set(),"{('raredisease alpha-n-acetylgalactosaminidase deficiency', 'raredisease schindler disease', 'is_synon')}"
91,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease mandibuloacral dysplasia', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease mandibuloacral dysplasia type b', 'anaphor ""the disorder""', 'anaphora')}"
92,set(),set(),,,
93,"{'produces', 'anaphora', 'is_a'}","{'produces', 'increases_risk_of', 'anaphora', 'is_a'}",,,
,,,increases_risk_of,"{('disease migraine headaches', 'raredisease retroperitoneal fibrosis', 'increases_risk_of'), ('disease malignant tumors', 'raredisease retroperitoneal fibrosis', 'increases_risk_of')}",
,,,produces,"{('raredisease retroperitoneal fibrosis', 'sign fibrosis', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign abnormal tissue growth behind the peritoneum', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign ureters', 'produces')}","{('raredisease retroperitoneal fibrosis', 'symptom methysergide', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign tissue growth', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign abnormal tissue growth often spreads to affect the ureters', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign ureters blocked by the excess tissue', 'produces'), ('raredisease retroperitoneal fibrosis', 'sign fibrosis behind the peritoneum', 'produces'), ('sign malignant tumors', 'symptom methysergide', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,set(),set()
94,"{'increases_risk_of', 'is_synon', 'produces', 'is_a', 'is_acron'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,anaphora,"{('raredisease aps', 'anaphor ""aps""', 'anaphora')}",
,,,increases_risk_of,set(),"{('raredisease aps', 'raredisease aps', 'increases_risk_of')}"
,,,is_synon,set(),"{('raredisease systemic lupus erythematosus', 'raredisease secondary antiphospholipid syndrome', 'is_synon')}"
,,,produces,"{('raredisease aps', 'disease deep vein thromboses', 'produces'), ('raredisease antiphospholipid syndrome', 'sign thrombosis', 'produces'), ('raredisease aps', 'sign blood clots', 'produces'), ('raredisease aps', 'disease stroke', 'produces'), ('raredisease aps', 'sign recurrent pregnancy loss', 'produces'), ('raredisease aps', 'disease recurrent miscarriages', 'produces'), ('raredisease aps', 'raredisease primary antiphospholipid syndrome', 'produces'), ('raredisease aps', 'disease lupus', 'produces')}","{('raredisease antiphospholipid syndrome', 'sign thromboses', 'produces')}"
,,,is_a,"{('disease lupus', 'disease autoimmune disorder', 'is_a'), ('disease systemic lupus erythematosus', 'disease autoimmune disorder', 'is_a')}","{('raredisease secondary antiphospholipid syndrome', 'raredisease aps', 'is_a'), ('raredisease primary antiphospholipid syndrome', 'raredisease aps', 'is_a')}"
,,,is_acron,"{('raredisease aps', 'raredisease antiphospholipid syndrome', 'is_acron')}","{('raredisease secondary antiphospholipid syndrome', 'raredisease antiphospholipid syndrome', 'is_acron')}"
95,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
96,{'produces'},{'produces'},,,
,,,produces,"{('skinraredisease melorheostosis', 'sign low signal', 'produces'), ('skinraredisease melorheostosis', 'sign sclerotic bone lesions', 'produces'), ('skinraredisease melorheostosis', 'sign bone scans appear to be markedly positive', 'produces')}","{('raredisease melorheostosis', 'sign sclerotic bone lesions', 'produces')}"
97,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('skinraredisease monilethrix', 'sign elevated spots surrounding the hair follicles', 'produces')}","{('skinraredisease monilethrix', 'sign papules', 'produces'), ('skinraredisease monilethrix', 'sign hair shaft resembles a string of evenly-spaced beads', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,set(),set()
98,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
99,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease meige syndrome', 'sign involuntary and often forceful contractions of the muscles of the jaw', 'produces'), ('raredisease meige syndrome', 'sign involuntary muscle spasms and contractions of the muscles around the eyes', 'produces')}","{('raredisease meige syndrome', 'sign oromandibular dystonia', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,set(),set()
100,set(),set(),,,
101,"{'produces', 'anaphora', 'is_a', 'is_synon'}","{'produces', '', 'is_a'}",,,
,,,,"{('raredisease pseudocholinesterase deficiency', 'sign excess anesthetic agent', ''), ('raredisease pseudocholinesterase deficiency', 'sign succinylcholine', '')}",
,,,produces,"{('raredisease pseudocholinesterase deficiency', 'sign apnea', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign mixed apnea', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign sensitivity to any of several anesthetic agents', 'produces'), ('disease infantile apnea', ""sign pauses in breathing during an infant's sleep"", 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign upper airway apnea', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign normal breathing', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign central apnea', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign respiratory muscles paralyzed', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign obstructive apnea', 'produces')}","{('disease mixed apnea', 'sign central apnea followed by or intermixed with an obstructive apnea', 'produces'), ('anaphor ""the disorder""', 'sign chest movements but no passage of air through the mouth or nostrils', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign shortage or absence of the enzyme pseudocholinesterase in their blood serum', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign when anesthetic drugs administered muscles that work the lungs may become paralyzed', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign if anesthetic derivative of choline given apnea', 'produces'), ('disease central apnea', 'sign no chest movements during the pauses in breathing', 'produces'), ('anaphor ""it""', 'sign apnea', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign very sensitive to any of several anesthetic agents', 'produces'), ('raredisease pseudocholinesterase deficiency', 'sign very sensitive to derived from choline', 'produces'), ('raredisease infantile apnea', 'sign apnea', 'produces'), ('raredisease infantile apnea', ""sign pauses in breathing during an infant's sleep"", 'produces')}"
,,,anaphora,set(),"{('raredisease pseudocholinesterase deficiency', 'anaphor ""it""', 'anaphora'), ('disease obstructive apnea', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,set(),set()
,,,is_synon,set(),"{('disease diaphragmatic apnea', 'disease central apnea', 'is_synon'), ('disease upper airway apnea', 'disease obstructive apnea', 'is_synon')}"
102,"{'produces', 'is_a', 'is_acron'}","{'produces', 'is_acron'}",,,
,,,produces,"{('raredisease ovotesticular disorder of sex development', 'sign internal reproductive organs (gonads) of both sexes', 'produces'), ('raredisease ovotesticular dsd', 'sign external genitalia ambiguous', 'produces')}","{('raredisease ovotesticular disorder of sex development', 'sign gonads can be any combination of ovary, testes or combined ovary and testes (ovotestes)', 'produces'), ('raredisease ovotesticular disorder of sex development', 'sign born with female ovaries and male testes', 'produces')}"
,,,is_a,set(),"{('raredisease ovotesticular dsd', 'raredisease disorder of sex development', 'is_a')}"
,,,is_acron,set(),set()
103,{'produces'},"{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,anaphora,"{('raredisease balo disease', 'anaphor ""it""', 'anaphora')}",
,,,is_a,"{('raredisease balo disease', 'disease autoimmune disorders', 'is_a')}",
,,,is_acron,"{('raredisease ms', 'raredisease balo disease', 'is_acron')}",
,,,produces,"{('raredisease balo disease', 'sign neurological symptoms', 'produces'), ('raredisease balo disease', 'sign weakness', 'produces'), ('raredisease balo disease', 'sign gradual onset of symptoms', 'produces'), ('disease infectious disease', 'symptom painful headaches', 'produces')}","{('disease ms', 'sign muscle spasms', 'produces'), ('disease infectious disease', 'sign painful headaches', 'produces'), ('raredisease balo disease', 'symptom weakness', 'produces'), ('disease ms', 'sign paralysis', 'produces'), ('raredisease balo disease', 'sign painful headaches', 'produces'), ('raredisease balo disease', 'sign high fever', 'produces')}"
104,{'produces'},{'produces'},,,
